day,time,address,district,accident_types,suspect_vehicle,victim_vehicle,MD,LB,LR,lat,long
4,11,perintis kemerdekaan,biringkanaya,4,4,5,-,-,2,-5.117784,119.5110136
2,20,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
2,4,perintis kemerdekaan,tamalanrea,5,6,5,-,-,1,-5.1402715,119.48329437389705
4,12,insinyur sutami,tamalanrea,4,8,7,-,-,-,-5.0891074,119.4804065
0,5,pettarani,rappocini,1,8,4,-,-,-,-5.1510383,119.4374766
1,11,tol reformasi,tallo,4,8,7,-,-,1,-5.1105854,119.4355002
3,21,toddopuli v,panakkukang,5,4,5,-,-,1,-5.1626055,119.4476516
1,8,toddopuli timur,panakkukang,5,4,5,-,-,1,-5.1619436,119.4574242
2,9,haji kalla,panakkukang,1,4,4,-,-,1,-5.1399514,119.4581721
2,19,hartaco indah,tamalate,6,4,4,-,-,1,-5.1872923,119.4200633
3,15,insinyur sutami,tamalanrea,5,4,5,-,1,-,-5.0891074,119.4804065
1,14,perintis kemerdekaan,biringkanaya,5,6,5,-,-,1,-5.117784,119.5110136
5,8,paccerakkang,biringkanaya,5,4,5,-,-,1,-5.1239434,119.5224673
1,22,arief rate,ujung pandang,4,4,7,-,-,1,-5.14495,119.4125725
1,17,toddopuli x,panakkukang,5,4,5,-,-,1,-5.1619436,119.4574242
5,11,tamalanrea jaya,tamalanrea,4,6,5,-,-,1,-5.1316252,119.5005222
6,22,pettarani,rappocini,1,4,4,-,-,1,-5.1510383,119.4374766
6,17,veteran selatan,makassar,5,4,5,-,-,1,-5.1671547,119.419923
6,12,daeng tata raya,tamalate,5,4,5,-,-,2,-5.1850019,119.423432
2,11,sultan alauddin,rappocini,1,4,4,-,-,1,-5.176566,119.4363938
5,7,pettarani,panakkukang,4,4,7,-,-,1,-5.1487126,119.4380057
6,11,pengayoman,panakkukang,4,6,5,-,-,1,-5.1592732,119.4466246
5,17,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
4,20,daeng tata raya iii,tamalate,1,4,4,-,-,2,-5.1850019,119.423432
6,6,pettarani,panakkukang,6,4,4,-,-,2,-5.1487126,119.4380057
1,16,aroepala,rappocini,4,4,7,-,-,2,-5.1724693,119.4530673
4,10,sultan alauddin,rappocini,5,8,7,-,-,-,-5.176566,119.4363938
1,15,sunu,tallo,4,4,5,-,-,1,-5.1247334,119.4296097
6,7,nipa nipa,manggala,5,4,5,-,-,1,-5.1624042,119.5001015
0,17,pettarani,rappocini,4,6,7,-,-,-,-5.1510383,119.4374766
2,23,barawaja,panakkukang,4,4,5,-,-,2,-5.1357031,119.4402319
2,2,pettarani,rappocini,4,4,7,-,-,1,-5.1510383,119.4374766
2,0,aroepala,rappocini,4,6,7,-,-,-,-5.1724693,119.4530673
6,23,raya telkomas,biringkanaya,1,4,4,-,-,1,-5.127321,119.5100393
0,14,perintis kemerdekaan,biringkanaya,4,6,7,-,-,-,-5.117784,119.5110136
0,21,pajaiang,biringkanaya,4,6,7,-,-,-,-5.1048027,119.5252166
1,8,toddopuli,panakkukang,5,4,5,-,-,1,-5.1626055,119.4476516
2,8,antang raya,manggala,1,4,4,-,-,1,-5.1602384,119.4774127
0,10,pettarani,rappocini,5,6,5,-,-,1,-5.1510383,119.4374766
4,16,metro tanjung bunga,tamalate,4,6,7,-,-,-,-5.1661576,119.3917443
2,10,mesjid raya,bontoala,5,4,5,-,-,2,-5.1333841,119.4274196
3,11,btn gardenia,panakkukang,1,4,4,-,-,2,-5.1446203,119.4509624
3,12,batua raya,manggala,1,4,4,-,-,1,-5.1601382,119.4595133
3,3,jenderal sudirman,ujung pandang,5,6,5,-,-,2,-5.1345222,119.4137962
0,3,perintis kemerdekaan,biringkanaya,4,4,5,-,-,2,-5.117784,119.5110136
4,23,perintis kemerdekaan,tamalanrea,6,4,4,-,-,2,-5.1402715,119.48329437389705
2,3,sam ratulangi,mamajang,1,4,4,-,-,1,-5.1545939,119.4163683
1,5,cendrawasih,mamajang,4,4,6,-,-,1,-5.167086,119.4118044
6,10,tol reformasi,ujung tanah,4,6,7,-,-,-,-5.1141963,119.4232751
5,2,perintis kemerdekaan,biringkanaya,4,4,5,-,-,1,-5.117784,119.5110136
1,23,urip sumuharjo,makassar,6,4,4,-,-,2,-5.1348243,119.4316818
5,12,perintis kemerdekaan 10,tamalanrea,4,4,7,-,-,1,-5.1322923,119.4983738
1,16,cendrawasih,mariso,4,4,5,-,-,2,-5.155219,119.4137008
1,22,andi mangerangi,tamalate,1,4,4,-,-,1,-5.16894,119.4185142
6,8,insinyur sutami,tamalanrea,4,4,9,-,-,1,-5.0891074,119.4804065
0,23,cendrawasih,mariso,4,4,5,-,-,2,-5.155219,119.4137008
6,23,nipa nipa,manggala,1,4,4,-,-,1,-5.1624042,119.5001015
0,21,puri raya,manggala,4,6,5,-,-,1,-5.169771,119.4641834
0,18,andi mappaodang,tamalate,6,4,4,-,-,1,-5.1732205,119.4158686
2,23,boulevard,panakkukang,6,4,4,-,-,2,-5.1557546,119.4411023
3,0,ujung,bontoala,4,4,5,-,-,2,-5.1224488,119.4185
2,16,batara bira,biringkanaya,6,4,4,1,-,3,-5.0884975,119.5063692
3,2,jenderal ahmad yani,ujung pandang,4,4,7,1,-,-,-5.1329527,119.4103466
3,14,pettarani,rappocini,5,6,7,-,-,-,-5.1510383,119.4374766
2,15,sungai limboto,ujung pandang,5,4,4,-,-,1,-5.1422741,119.4193335
3,22,pate'ne,biringkanaya,4,4,5,-,-,2,-5.0694202,119.5173602
4,7,insinyur sutami,biringkanaya,1,4,4,-,-,1,-5.0679484,119.5246223
4,22,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
0,9,perintis kemerdekaan,tamalanrea,4,4,7,-,-,1,-5.1402715,119.48329437389705
3,22,gn. latimojong,makassar,5,4,5,-,-,-,-5.1342049,119.4196956
3,16,veteran selatan,makassar,1,4,4,-,-,1,-5.1671547,119.419923
1,20,jenderal sudirman,ujung pandang,4,4,7,-,-,1,-5.1345222,119.4137962
1,15,pettarani,panakkukang,5,4,5,-,-,2,-5.1487126,119.4380057
5,6,insinyur sutami,tamalanrea,1,4,4,-,-,1,-5.0891074,119.4804065
5,16,letjen hertasning,panakkukang,4,4,7,-,-,1,-5.1625545,119.4430925
5,1,muh. tahir,tamalate,1,4,4,-,-,1,-5.1755446,119.4173674
6,11,mesjid raya,bontoala,5,4,5,-,-,1,-5.1333841,119.4274196
0,23,mesjid raya,bontoala,1,4,4,-,-,1,-5.1333841,119.4274196
1,19,pajaiang,biringkanaya,1,4,4,-,-,1,-5.1048027,119.5252166
6,8,perintis kemerdekaan,tamalanrea,6,4,4,1,-,1,-5.1402715,119.48329437389705
6,22,batua raya,panakkukang,1,4,4,-,-,1,-5.1496211,119.4605657
6,11,tidung ix,rappocini,5,4,5,-,-,1,-5.1757735,119.4500722
0,9,perintis kemerdekaan,tamalanrea,5,4,5,-,-,1,-5.1402715,119.48329437389705
3,12,gunung bawakaraeng,makassar,4,4,5,-,-,1,-5.1348657,119.4243319
6,14,andi mappanyukki,mariso,4,4,5,-,-,3,-5.1521162,119.4147322
1,7,kancil tengah,mamajang,5,6,7,-,-,-,-5.1591874,119.4176029
4,8,perintis kemerdekaan,biringkanaya,4,4,5,-,-,2,-5.117784,119.5110136
4,9,banta bantaeng,rappocini,5,4,4,-,-,1,-5.1595024,119.4238876
1,4,boulevard,panakkukang,5,6,5,-,-,1,-5.1557546,119.4411023
3,11,pettarani,rappocini,5,4,5,-,-,2,-5.1510383,119.4374766
0,12,tinumbu,bontoala,4,4,8,-,-,4,-5.1195488,119.4206733
4,10,perintis kemerdekaan,tamalanrea,4,4,7,-,-,1,-5.1402715,119.48329437389705
0,7,perintis kemerdekaan,biringkanaya,2,4,4,-,-,2,-5.117784,119.5110136
3,17,perintis kemerdekaan,tamalanrea,4,4,5,-,-,2,-5.1402715,119.48329437389705
2,14,goa ria,biringkanaya,5,4,5,-,-,2,-5.0810812,119.5253813
2,18,perintis kemerdekaan,tamalanrea,4,6,5,-,-,1,-5.1402715,119.48329437389705
2,16,tidung vii,rappocini,4,6,5,-,-,1,-5.1741188,119.4477554
0,11,tol reformasi,tallo,5,6,4,-,-,1,-5.1105854,119.4355002
2,17,sultan alauddin,tamalate,4,6,2,-,-,1,-5.1682367,119.4209823
2,17,metro tanjung bunga,mariso,1,4,4,-,-,1,-5.1523252,119.4054678
3,0,inspeksi kanal,manggala,4,4,5,-,-,1,-5.1656385,119.466649
0,14,haji bau,ujung pandang,4,4,7,-,-,1,-5.1484105,119.414444
2,23,gn. latimojong,makassar,4,6,5,-,-,1,-5.1342049,119.4196956
3,22,waduk tunggu pampang,manggala,1,4,4,-,-,1,-5.169419250000001,119.46930765542896
1,6,insinyur sutami,tamalanrea,1,4,4,-,-,1,-5.0891074,119.4804065
1,17,pettarani,panakkukang,1,4,4,-,-,1,-5.1487126,119.4380057
0,19,metro tanjung bunga,tamalate,4,4,7,-,-,1,-5.1661576,119.3917443
1,9,insinyur sutami,biringkanaya,1,4,4,-,-,1,-5.0679484,119.5246223
5,17,perintis kemerdekaan,biringkanaya,6,4,4,-,-,3,-5.117784,119.5110136
5,17,urip sumuharjo,bontoala,1,4,4,-,-,1,-5.1348243,119.4316818
3,0,letjen hertasning,panakkukang,5,6,5,-,-,1,-5.1625545,119.4430925
5,17,penghibur,ujung pandang,4,6,5,-,-,1,-5.1475209,119.4090861
6,5,sultan alauddin,rappocini,1,4,4,-,-,1,-5.176566,119.4363938
1,7,aroepala,rappocini,1,4,4,-,-,1,-5.1724693,119.4530673
4,12,karaeng bonto tangga,rappocini,2,8,4,-,-,-,-5.1785438,119.4491641
6,16,urip sumuharjo,panakkukang,1,4,4,-,-,1,-5.1348243,119.4316818
0,22,profesor abdurrahman basalamah,panakkukang,5,6,5,1,-,-,-5.1471505,119.4492661
2,13,kakatua,mariso,4,4,7,-,-,1,-5.1615534,119.4153491
0,21,perintis kemerdekaan,biringkanaya,5,8,7,-,-,-,-5.117784,119.5110136
0,6,perintis kemerdekaan,tamalanrea,6,4,4,-,-,2,-5.1402715,119.48329437389705
2,6,kima raya ii,biringkanaya,1,4,4,-,1,-,-5.1009287,119.5040347
0,14,pajaiang,biringkanaya,4,4,5,-,-,4,-5.1048027,119.5252166
5,12,kw. pergudangan dan industri parangloe,tamalanrea,1,4,4,-,-,1,-5.0984447,119.4908881
2,17,perintis kemerdekaan,tamalanrea,4,4,7,-,-,1,-5.1402715,119.48329437389705
3,18,taman makam pahlawan,panakkukang,2,4,4,-,-,1,-5.1465651,119.4612296
3,16,dr. leimena,panakkukang,5,8,5,-,1,1,-5.1466131,119.469989
3,21,muhammad yamin,makassar,5,4,5,-,-,1,-5.1403673,119.4294476
5,7,daeng tata raya,tamalate,5,4,5,-,-,1,-5.1850019,119.423432
1,14,toddopuli xii,panakkukang,4,4,5,-,-,1,-5.1619436,119.4574242
5,6,pettarani,rappocini,4,6,5,-,-,2,-5.1510383,119.4374766
1,17,perintis kemerdekaan,tamalanrea,1,4,4,-,-,2,-5.1402715,119.48329437389705
3,17,gunung bawakaraeng,bontoala,1,4,4,-,-,2,-5.1348657,119.4243319
1,14,perintis kemerdekaan,tamalanrea,6,4,4,-,-,2,-5.1402715,119.48329437389705
3,7,paccerakkang,biringkanaya,6,4,4,-,-,1,-5.1239434,119.5224673
5,7,pettarani,panakkukang,6,4,4,-,-,2,-5.1487126,119.4380057
5,21,veteran utara,makassar,4,4,4,-,-,2,-5.1392193,119.4233132
1,17,insinyur sutami,tamalanrea,1,4,4,-,-,1,-5.0891074,119.4804065
5,7,telegraf 3,biringkanaya,1,4,4,-,-,1,-5.1299874,119.5149803
5,17,insinyur sutami,tamalanrea,1,4,4,-,-,1,-5.0891074,119.4804065
5,15,kesenangan ii,tamalanrea,1,4,4,-,-,1,-5.1381736,119.5141077
1,7,baruga raya,manggala,1,4,4,-,-,1,-5.1566232,119.4885953
6,9,tamangapa raya,manggala,4,4,8,-,-,2,-5.1767373,119.4843844
5,10,pettarani,panakkukang,4,7,7,-,-,-,-5.1487126,119.4380057
6,13,perumnas antang,manggala,6,6,4,-,-,1,-5.1673981,119.4843358
6,19,manyikkoaya,biringkanaya,1,4,4,-,-,1,-5.0770234,119.530081
4,11,insinyur sutami,tamalanrea,4,4,9,1,-,-,-5.0891074,119.4804065
6,13,veteran selatan,mamajang,1,4,4,-,-,1,-5.162773,119.4212589
6,18,a.r. hakim,tallo,4,4,5,-,-,1,-5.12141,119.4347354
0,15,barawaja ii,panakkukang,4,4,7,-,-,1,-5.1357031,119.4402319
0,17,urip sumuharjo,panakkukang,1,4,4,-,-,2,-5.1348243,119.4316818
6,15,toddopuli raya,panakkukang,4,4,5,-,-,2,-5.1634474,119.4522972
0,15,bakung,biringkanaya,5,4,5,-,-,1,-5.0875939,119.5334226
0,12,pettarani,panakkukang,5,6,5,-,1,1,-5.1487126,119.4380057
0,13,muhammad paleo raya,manggala,4,6,5,-,-,1,-5.1628355,119.479105
2,7,letjen hertasning i,rappocini,2,4,4,-,-,1,-5.1630661,119.4444202
0,19,perintis kemerdekaan,biringkanaya,4,6,5,-,-,1,-5.117784,119.5110136
0,13,perintis kemerdekaan,tamalanrea,6,4,4,-,-,1,-5.1402715,119.48329437389705
0,7,bakung,biringkanaya,4,6,7,-,-,1,-5.0875939,119.5334226
2,22,dg. hayo,manggala,6,4,4,-,-,-,-5.1558301,119.4734283
1,5,urip sumuharjo,panakkukang,4,6,5,-,-,3,-5.1348243,119.4316818
3,15,tamalanrea raya,tamalanrea,4,4,9,-,-,2,-5.1358197,119.5070307
3,21,dg. ramang,biringkanaya,1,4,4,-,-,1,-5.0965706,119.5192652
1,17,batua raya,panakkukang,1,4,4,-,-,2,-5.1496211,119.4605657
3,14,batua raya,panakkukang,6,8,4,-,-,1,-5.1496211,119.4605657
2,5,pettarani,rappocini,5,4,5,-,-,1,-5.1510383,119.4374766
5,12,rappocini raya,rappocini,5,4,7,-,-,-,-5.152599,119.4258781
2,17,taman sudiang indah,biringkanaya,4,4,7,-,-,-,-5.0868487,119.5216774
0,9,perintis kemerdekaan,biringkanaya,4,4,7,-,-,-,-5.117784,119.5110136
1,0,insinyur sutami,tamalanrea,5,4,4,-,-,1,-5.0891074,119.4804065
1,14,pajaiang,biringkanaya,1,4,4,-,-,1,-5.1048027,119.5252166
1,16,paccerakkang,biringkanaya,4,4,5,-,-,1,-5.1239434,119.5224673
1,6,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
5,10,metro tanjung bunga,tamalate,1,4,4,-,-,2,-5.1661576,119.3917443
4,12,gunung bawakaraeng,bontoala,5,4,5,-,-,1,-5.1348657,119.4243319
6,8,daeng tata raya,tamalate,5,6,5,-,-,2,-5.1850019,119.423432
0,7,batua raya,panakkukang,5,4,5,-,-,1,-5.1496211,119.4605657
0,9,mesjid raya,bontoala,6,4,4,-,-,1,-5.1333841,119.4274196
6,20,karantina,panakkukang,1,4,4,-,-,1,-5.1363794,119.433666
0,14,mortir i,biringkanaya,4,4,5,-,-,2,-5.1185508,119.5286898
4,17,kapasa raya,biringkanaya,5,4,5,-,-,1,-5.0945064,119.4925577
3,19,taman sudiang indah,biringkanaya,1,4,4,-,-,1,-5.0868487,119.5216774
0,11,perintis kemerdekaan,biringkanaya,1,4,4,-,-,1,-5.117784,119.5110136
4,21,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
0,16,sinasara,tallo,6,4,4,-,-,1,-5.1183042,119.4388725
2,12,insinyur sutami,biringkanaya,4,4,7,-,-,1,-5.0679484,119.5246223
2,9,monumen emmy saelan,rappocini,5,4,5,-,-,1,-5.1780744,119.4389103
2,13,nipa nipa,manggala,4,4,7,-,-,2,-5.1624042,119.5001015
3,12,lembo,tallo,4,4,5,-,-,2,-5.1192562,119.4228843
3,14,kelapa iii,panakkukang,1,4,4,-,-,1,-5.1471038,119.4351241
2,18,waduk tunggu pampang,manggala,5,4,5,-,-,1,-5.169419250000001,119.46930765542896
3,19,urip sumuharjo,panakkukang,1,4,4,-,-,2,-5.1348243,119.4316818
3,19,tol reformasi,tallo,6,6,4,-,-,1,-5.1105854,119.4355002
3,11,perintis kemerdekaan,biringkanaya,4,6,5,-,-,2,-5.117784,119.5110136
2,6,yusuf dg. ngawing,rappocini,5,4,5,-,-,1,-5.1666643,119.4421752
3,7,kapasa raya,biringkanaya,6,4,4,-,-,2,-5.0945064,119.4925577
3,15,perintis kemerdekaan,tamalanrea,4,4,7,-,-,1,-5.1402715,119.48329437389705
1,14,pettarani,panakkukang,5,6,7,-,-,-,-5.1487126,119.4380057
2,20,batua raya,panakkukang,5,4,5,-,-,1,-5.1496211,119.4605657
4,22,saripah raya,panakkukang,5,4,5,-,1,-,-5.1508685,119.4539332
1,17,urip sumuharjo,panakkukang,5,6,5,-,-,2,-5.1348243,119.4316818
3,3,tol reformasi,tallo,4,6,5,-,-,1,-5.1105854,119.4355002
1,22,nipa nipa,manggala,5,4,5,-,-,1,-5.1624042,119.5001015
5,14,urip sumuharjo,makassar,5,4,5,-,-,1,-5.1348243,119.4316818
5,9,metro tanjung bunga,mariso,5,4,5,-,-,1,-5.1523252,119.4054678
1,12,kajoalalido,ujung pandang,6,6,4,-,-,1,-5.1349231,119.4105422
1,21,gunung merapi,ujung pandang,5,4,5,-,-,1,-5.1455806,119.4177389
1,18,perintis kemerdekaan,tamalanrea,1,4,4,-,-,2,-5.1402715,119.48329437389705
1,2,perintis kemerdekaan,biringkanaya,4,4,7,-,-,2,-5.117784,119.5110136
5,14,waduk tunggu pampang,manggala,1,6,4,-,-,1,-5.169419250000001,119.46930765542896
5,14,insinyur sutami,biringkanaya,1,4,4,-,-,1,-5.0679484,119.5246223
1,11,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
6,8,sanrangan,biringkanaya,1,4,4,-,-,1,-5.1063304,119.5203592
6,8,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
6,8,faisal iv,rappocini,4,6,7,-,-,-,-5.162916,119.4331186
6,23,cendrawasih,mariso,4,4,7,-,-,1,-5.155219,119.4137008
5,23,metro tanjung bunga,tamalate,4,4,5,-,-,1,-5.1661576,119.3917443
5,1,kerung-kerung,makassar,4,4,5,-,-,1,-5.1402349,119.4257622
6,12,malengkeri,tamalate,4,4,9,-,-,1,-5.1875239,119.4339559
4,13,pettarani,panakkukang,4,8,5,-,-,1,-5.1487126,119.4380057
0,15,sungai saddang baru,makassar,1,4,4,-,-,1,-5.1468435,119.4250654
0,0,sungai saddang baru,makassar,5,4,5,-,-,2,-5.1468435,119.4250654
2,8,paccerakkang,biringkanaya,4,4,9,1,-,-,-5.1239434,119.5224673
2,13,sultan alauddin,tamalate,4,6,7,1,-,-,-5.1682367,119.4209823
4,18,goa ria,biringkanaya,1,4,4,-,-,1,-5.0810812,119.5253813
2,19,urip sumuharjo,panakkukang,4,4,5,-,-,3,-5.1348243,119.4316818
0,6,urip sumuharjo,panakkukang,1,4,4,-,-,2,-5.1348243,119.4316818
0,19,dg. mangga,biringkanaya,1,4,4,-,-,1,-5.1147309,119.530569
0,6,perintis kemerdekaan,tamalanrea,1,4,4,-,-,2,-5.1402715,119.48329437389705
2,19,perintis kemerdekaan,tamalanrea,5,4,4,-,-,-,-5.1402715,119.48329437389705
3,15,sam ratulangi,mamajang,6,4,4,-,-,3,-5.1545939,119.4163683
3,15,boulevard,panakkukang,5,6,7,-,-,-,-5.1557546,119.4411023
2,21,urip sumuharjo,panakkukang,5,6,5,-,-,1,-5.1348243,119.4316818
2,17,poros hartaco indah,tamalate,4,4,5,-,-,3,-5.1863602,119.4239226
0,23,teuku umar raya,tallo,4,4,5,-,-,2,-5.1175544,119.4319332
1,20,adyaksa,panakkukang,1,4,4,-,-,1,-5.1572501,119.4479499
2,16,dr. leimena,panakkukang,5,4,5,-,-,1,-5.1466131,119.469989
3,15,dr. leimena,panakkukang,4,6,7,-,-,1,-5.1466131,119.469989
4,14,urip sumuharjo,panakkukang,5,4,5,-,-,1,-5.1348243,119.4316818
3,16,urip sumuharjo,panakkukang,1,4,4,-,-,1,-5.1348243,119.4316818
0,14,urip sumuharjo,panakkukang,1,4,4,-,-,2,-5.1348243,119.4316818
2,8,malengkeri,tamalate,1,4,4,-,-,1,-5.1875239,119.4339559
1,19,masjid baiturrahman,panakkukang,5,6,7,-,-,-,-5.1420326,119.4536857
3,3,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
1,6,kesatuan,tamalanrea,4,4,5,-,-,2,-5.1311149,119.5211946
3,16,perintis kemerdekaan,tamalanrea,5,4,5,-,-,2,-5.1402715,119.48329437389705
3,9,paccerakkang,biringkanaya,1,4,4,-,-,1,-5.1239434,119.5224673
1,19,perintis kemerdekaan,tamalanrea,5,4,5,-,-,2,-5.1402715,119.48329437389705
1,9,serigala,mamajang,2,4,4,-,-,1,-5.1607129,119.4210329
5,18,gunung bawakaraeng,bontoala,4,4,7,-,-,1,-5.1348657,119.4243319
6,12,baruga raya,manggala,4,6,5,-,-,1,-5.1566232,119.4885953
4,8,rajawali,mariso,5,4,5,-,-,2,-5.1487926,119.4096505
6,8,raya kampus unhas,tamalanrea,4,4,5,-,-,1,-5.1377601,119.4886605
1,6,insinyur sutami,biringkanaya,1,6,4,-,-,1,-5.0679484,119.5246223
6,16,tol reformasi,tamalanrea,4,6,7,-,-,5,-5.1102172,119.4431934
5,23,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
2,11,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
3,19,paccerakkang,biringkanaya,1,4,4,-,-,1,-5.1239434,119.5224673
1,17,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
4,19,gn. latimojong,makassar,5,4,5,-,-,2,-5.1342049,119.4196956
5,23,pendidikan,rappocini,2,4,4,-,-,1,-5.1735084,119.4404429
0,12,yusuf dg. ngawing,rappocini,5,8,7,-,-,-,-5.1666643,119.4421752
4,23,gn. latimojong,makassar,6,4,4,-,-,1,-5.1342049,119.4196956
5,13,manuruki ii,tamalate,1,4,4,-,-,1,-5.1767173,119.4289629
4,17,perintis kemerdekaan,biringkanaya,4,6,7,-,-,-,-5.117784,119.5110136
4,20,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
0,12,sungai saddang baru,makassar,2,4,4,-,-,1,-5.1468435,119.4250654
0,10,sunu,bontoala,5,6,7,-,-,-,-5.1320485,119.4271119
2,0,perintis kemerdekaan,biringkanaya,4,4,5,-,-,3,-5.117784,119.5110136
2,11,jenderal ahmad yani,ujung pandang,4,4,5,-,-,1,-5.1329527,119.4103466
2,7,gunung bawakaraeng,bontoala,6,4,4,1,-,1,-5.1348657,119.4243319
0,20,sunu,tallo,6,4,4,-,-,1,-5.1247334,119.4296097
3,7,veteran selatan,makassar,4,4,7,-,-,1,-5.1671547,119.419923
3,6,pettarani,rappocini,1,4,4,-,-,1,-5.1510383,119.4374766
2,7,kumala,tamalate,2,4,4,-,-,1,-5.169866,119.4189942
0,15,abdullah daeng sirua,manggala,6,2,4,-,-,1,-5.1502262,119.4624701
2,13,pettarani,panakkukang,4,4,8,-,-,2,-5.1487126,119.4380057
3,17,bakung,biringkanaya,1,4,4,-,-,1,-5.0875939,119.5334226
6,9,veteran selatan,mamajang,5,6,7,-,-,-,-5.162773,119.4212589
5,3,urip sumuharjo,panakkukang,1,4,4,-,-,1,-5.1348243,119.4316818
2,10,rappocini raya,rappocini,4,4,5,-,-,2,-5.152599,119.4258781
5,22,urip sumuharjo,panakkukang,4,6,5,-,-,1,-5.1348243,119.4316818
5,23,urip sumuharjo,panakkukang,6,6,7,-,-,1,-5.1348243,119.4316818
5,16,borong jambu raya,manggala,5,4,5,-,-,1,-5.1745192,119.4883637
6,7,insinyur sutami,tallo,1,4,4,-,-,1,-5.1150772,119.4212502
4,1,monginsidi baru,makassar,4,4,5,-,-,3,-5.152504,119.4338497
6,20,paccerakkang,biringkanaya,4,4,5,-,-,2,-5.1239434,119.5224673
4,17,aroepala,rappocini,1,4,4,-,-,1,-5.1724693,119.4530673
6,18,barawaja,panakkukang,4,4,5,-,-,4,-5.1357031,119.4402319
4,16,cendrawasih,mariso,5,4,5,-,-,1,-5.155219,119.4137008
6,20,waduk tunggu pampang,manggala,4,6,7,-,-,-,-5.169419250000001,119.46930765542896
6,14,perintis kemerdekaan,tamalanrea,4,4,5,-,-,2,-5.1402715,119.48329437389705
4,10,paccerakkang,biringkanaya,1,4,4,-,-,1,-5.1239434,119.5224673
0,14,metro tanjung bunga,tamalate,4,6,5,-,-,1,-5.1661576,119.3917443
0,10,raya pendidikan,rappocini,4,4,7,-,-,2,-5.1699393,119.4360074
6,18,anggrek raya,panakkukang,1,4,4,-,-,1,-5.1609187,119.4550907
2,21,pongtiku,bontoala,4,4,5,-,-,1,-5.1307666,119.4302141
4,6,tamalate i,rappocini,4,4,5,-,-,2,-5.1675882,119.4479146
0,7,perintis kemerdekaan,tamalanrea,4,4,7,-,-,1,-5.1402715,119.48329437389705
3,13,tol reformasi,ujung tanah,1,6,4,-,-,1,-5.1141963,119.4232751
2,7,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
2,18,poros perumnas sudiang,biringkanaya,4,6,5,-,-,1,-5.102836,119.532664
1,15,komp. idi,panakkukang,4,6,7,-,-,-,-5.1499038,119.4796543
1,19,kumala,tamalate,4,6,5,-,-,3,-5.169866,119.4189942
5,10,singa i,mamajang,6,8,4,1,-,-,-5.1574968,119.41823
5,10,nipa nipa,manggala,4,4,9,1,-,-,-5.1624042,119.5001015
1,17,paccerakkang,tamalanrea,1,4,4,-,-,2,-5.1389844,119.5193272
1,21,pettarani,panakkukang,1,4,4,-,-,1,-5.1487126,119.4380057
6,18,gn. latimojong,makassar,4,6,5,-,-,1,-5.1342049,119.4196956
6,19,pongtiku,bontoala,6,4,4,-,-,1,-5.1307666,119.4302141
6,22,metro tanjung bunga,tamalate,1,4,4,-,-,1,-5.1661576,119.3917443
6,14,toddopuli raya,panakkukang,5,4,4,-,-,1,-5.1634474,119.4522972
2,19,metro tanjung bunga,tamalate,4,4,7,-,-,1,-5.1661576,119.3917443
6,4,tamangapa raya,manggala,2,8,4,-,-,-,-5.1767373,119.4843844
4,9,urip sumuharjo,bontoala,4,4,5,-,-,2,-5.1348243,119.4316818
5,4,lanto daeng pasewang,mamajang,5,4,5,-,-,1,-5.1520547,119.4161456
0,2,pettarani,rappocini,5,6,5,1,-,-,-5.1510383,119.4374766
0,3,batua raya,panakkukang,4,6,5,-,-,1,-5.1496211,119.4605657
0,5,sultan alauddin,tamalate,5,4,5,-,-,1,-5.1682367,119.4209823
0,16,urip sumuharjo,panakkukang,4,4,9,-,-,1,-5.1348243,119.4316818
2,12,perintis kemerdekaan,biringkanaya,4,8,5,1,-,-,-5.117784,119.5110136
4,17,kerung-kerung,makassar,5,4,4,-,-,1,-5.1402349,119.4257622
3,12,perintis kemerdekaan,biringkanaya,5,6,7,-,-,-,-5.117784,119.5110136
2,5,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
3,17,sunu,tallo,5,4,5,-,-,3,-5.1247334,119.4296097
2,13,samiun,ujung pandang,4,6,7,-,-,1,-5.1370014,119.4069531
4,16,rajawali,mariso,1,4,4,-,-,2,-5.1487926,119.4096505
