"no","day","date","time","address","district","accident_types","suspect_age","victim_age","suspect_vehicle","victim_vehicle","MD","LB","LR","material_loss"
"3008","Monday","2020-03-02","19:30"," Teuku Umar Raya","Tallo","TK","16","19","R2","R6","1","-","-","300,000"
"3009","Monday","2020-03-02","14:30"," Perintis Kemerdekaan","Biringkanaya","TL","-","51","R2","R2","-","-","1","100,000"
"3010","Monday","2020-03-02","14:30","Urip Sumuharjo","Panakkukang","TK","22","23","R2","M","-","-","1","500,000"
"3011","Tuesday","2020-03-03","12:05"," Veteran Selatan","Mamajang","TM","30","64","R2","-","1","-","-","100,000"
"3012","Tuesday","2020-03-03","11:05"," Insinyur Sutami","Tamalanrea","TK","48","-","R2","R6","1","-","-","200,000"
"3013","Tuesday","2020-03-03","8:20"," Perintis Kemerdekaan","Tamalanrea","T","27","-","R3","-","-","-","1","10,000,000"
"3014","Thursday","2020-02-06","17:00"," Pettarani","Panakkukang","TL","-","7","R3","-","-","-","1","-"
"3015","Wednesday","2020-03-04","16:00"," Boulevard","Panakkukang","TL","-","20","R3","R3","-","-","-","1,000,000"
"3016","Wednesday","2020-03-04","9:00"," Perintis Kemerdekaan","Biringkanaya","TK","29","39","R2","R3","-","-","1","3,000,000"
"3017","Wednesday","2020-03-04","2:00"," Insinyur Sutami","Biringkanaya","TL","-","46","R2","R2","-","-","1","200,000"
"3018","Thursday","2020-03-05","3:15","Urip Sumuharjo","Panakkukang","TL","-","69","R2","-","-","-","1","-"
"3019","Thursday","2020-03-05","4:00"," Pettarani","Rappocini","OC","19","-","R2","-","-","-","1","150,000"
"3020","Thursday","2020-03-05","1:20"," Serigala","Mamajang","T","25","43","R2","R3","-","-","-","2,000,000"
"3021","Thursday","2020-03-05","9:30"," G. Batu Putih","Ujung Pandang","TK","64","32","R3","R2","-","-","1","500,000"
"3022","Saturday","2020-03-07","21:00"," Bali","Wajo","TK","59","37","R2","R3","-","-","1","500,000"
"3023","Saturday","2020-03-07","20:30"," Malengkeri","Tamalate","TB","18","14","R2","R3","1","-","1","250,000"
"3024","Saturday","2020-02-29","17:00"," Veteran Selatan","Mamajang","TK","29","-","R2","R3","-","-","1","200,000"
"3025","Sunday","2020-03-08","17:30"," Bulukunyi","Makassar","TK","25","55","R3","Rro","-","-","1","200,000"
"3026","Friday","2020-03-06","6:30"," Perintis Kemerdekaan","Biringkanaya","TK","22","50","R2","R3","-","-","1","1,500,000"
"3027","Saturday","2020-03-07","18:30"," Tamangapa Raya","Manggala","TK","29","-","R2","R3","-","-","1","250,000"
"3028","Saturday","2020-03-07","17:45"," Kapasa Raya","Biringkanaya","TK","26","-","R2","B","-","-","1","5,000,000"
"3029","Monday","2020-03-09","17:50"," Gatot Subroto","Tallo","TK","12","40","Rro","R6","-","-","1","500,000"
"3030","Saturday","2020-03-07","22:00"," Perintis Kemerdekaan","Tamalanrea","T","19","-","R2","-","-","-","1","50,000"
"3031","Monday","2020-03-09","16:00"," Satelit I","Biringkanaya","TK","39","72","R2","R3","-","-","1","750,000"
"3032","Tuesday","2020-03-10","14:30"," Metro Tanjung Bunga","Tamalate","T","55","-","R2","-","-","-","1","-"
"3033","Tuesday","2020-03-10","13:00"," Perintis Kemerdekaan","Tamalanrea","TK","36","33","R2","R3","-","-","1","1,000,000"
"3034","Saturday","2020-03-07","20:00"," Perintis Kemerdekaan","Biringkanaya","T","47","37","R2","-","-","-","1","300,000"
"3035","Tuesday","2020-03-10","9:00"," Galangan Kapal","Tallo","TK","33","78","R2","Rro","-","-","1","-"
"3036","Tuesday","2020-03-10","13:00"," Beruang","Mamajang","TK","41","48","R3","R2","-","-","1","1,000,000"
"3037","Monday","2020-03-09","22:00"," Perintis Kemerdekaan","Biringkanaya","TM","19","7","R2","-","-","-","1","-"
"3038","Thursday","2020-03-12","7:30"," Sungai Saddang Baru","Rappocini","TK","22","51","R2","R2","-","-","2","2,000,000"
"3039","Wednesday","2020-03-11","0:30"," Sultan Alauddin","Rappocini","TM","28","26","R6","-","-","-","1","-"
"3040","Thursday","2020-03-12","7:10"," Gunung Bulusaraung","Ujung Pandang","TK","62","22","R2","R2","-","-","2","500,000"
"3041","Wednesday","2020-03-11","10:00"," Pajaiang","Biringkanaya","TK","43","32","R3","R2","-","-","1","-"
"3042","Monday","2020-03-09","14:30","Urip Sumuharjo","Panakkukang","TK","55","21","R2","R2","-","-","1","100,000"
"3043","Friday","2020-03-13","2:30"," Pettarani","Tamalate","TL","-","20","R2","-","-","-","1","-"
"3044","Friday","2020-03-13","23:30"," Nuri","Mariso","TK","32","23","R3","R2","-","-","2","3,000,000"
"3045","Friday","2020-03-13","7:00"," Cendrawasih","Mamajang","TK","53","59","R3","R2","-","-","1","500,000"
"3046","Sunday","2020-03-15","10:00","Urip Sumuharjo","Panakkukang","TL","-","20","R2","R2","-","-","1","200,000"
"3047","Sunday","2020-03-15","13:45"," Letjen Hertasning","Rappocini","TL","-","30","R3","R2","-","-","1","100,000"
"3048","Monday","2020-03-16","0:11"," Sam Ratulangi","Ujung Pandang","TM","38","25","R3","-","-","-","1","500,000"
"3049","Saturday","2020-03-14","19:40","Kawasan Pergudangan Parangloe Indah","Tamalanrea","T","17","14","R2","-","-","-","2","100,000"
"3050","Saturday","2020-03-14","13:00"," Monumen Emmy Saelan","Rappocini","TL","-","39","R3","R3","-","-","-","2,000,000"
"3051","Monday","2020-03-16","9:00","Urip Sumuharjo","Panakkukang","TM","52","-","R2","-","-","-","1","100,000"
"3052","Friday","2020-03-13","19:30"," Nikel Raya","Rappocini","TL","-","27","R3","R2","-","-","1","100,000"
"3053","Sunday","2020-03-15","2:25"," Ujung Bor","Manggala","TK","18","45","R2","R3","-","-","-","10,000,000"
"3054","Sunday","2020-03-15","5:00","Urip Sumuharjo","Panakkukang","TK","23","47","R2","R2","-","-","1","500,000"
"3055","Saturday","2020-03-14","23:30","Urip Sumuharjo","Panakkukang","TL","-","25","R2","R2","-","-","1","1,000,000"
"3056","Tuesday","2020-03-17","15:30"," Tamalate I","Rappocini","TL","-","36","R2","R2","-","-","1","200,000"
"3057","Wednesday","2020-03-18","4:00"," Perintis Kemerdekaan","Biringkanaya","TL","-","40","R3","-","-","-","1","-"
"3058","Tuesday","2020-03-17","15:00"," Perintis Kemerdekaan","Biringkanaya","TK","38","20","R3","R2","-","-","2","2,000,000"
"3059","Tuesday","2020-03-17","17:00"," Sanrangan","Biringkanaya","T","4,5","-","R2","-","-","-","1","-"
"3060","Wednesday","2020-03-18","0:30"," Galangan Kapal","Tallo","TL","18","17","R2","R2","-","-","2","500,000"
"3061","Wednesday","2020-03-18","11:45"," Maccini Kidul","Makassar","TM","50","74","R3","-","-","-","1","-"
"3062","Wednesday","2020-03-18","12:00"," Andalas","Bontoala","TL","-","65","R3","R2","-","-","1","200,000"
"3063","Thursday","2020-03-19","15:30"," Sunu","Tallo","TK","16","35","R2","R2","-","-","2","3,000,000"
"3064","Friday","2020-03-20","23:00"," Gunung Latimojong","Bontoala","TK","21","52","R2","R3","-","-","1","2,000,000"
"3065","Thursday","2020-03-19","20:00","Andi Mappaoddang","Tamalate","TL","-","50","R2","-","-","-","1","-"
"3066","Thursday","2020-03-19","19:13","Urip Sumuharjo","Panakkukang","TM","20","38","R2","-","-","-","2","100,000"
"3067","Friday","2020-03-20","14:30"," Metro Tanjung Bunga","Tamalate","TK","15","15","R2","R2","1","-","4","2,000,000"
"3068","Saturday","2020-03-21","7:45"," Gunung Bawakaraeng","Makassar","TM","25","68","R2","-","-","-","2","100,000"
"3069","Saturday","2020-03-21","22:40"," Perintis Kemerdekaan","Tamalanrea","TK","40","16","R3","R2","-","-","2","250,000"
"3070","Friday","2020-03-20","8:30"," Goa Ria","Biringkanaya","TK","43","37","R2","R2","-","-","1","3,000,000"
"3071","Sunday","2020-03-22","19:45"," Sam Ratulangi","Mamajang","TK","36","19","R3","R2","-","-","1","1,000,000"
"3072","Friday","2020-03-13","11:00"," Penghibur","Ujung Pandang","TK","-","20","R2","R3","-","-","-","500,000"
"3073","Tuesday","2020-03-24","22:15"," Dg. Ramang","Biringkanaya","TL","-","21","R2","R2","-","-","1","350,000"
"3074","Sunday","2020-03-22","17:00"," Borong Raya","Manggala","TL","-","14","R3","R2","-","-","2","200,000"
"3075","Tuesday","2020-03-24","7:55"," Ali Malaka","Ujung Pandang","TK","21","25","R2","R3","-","-","2","12,500,000"
"3076","Thursday","2020-03-26","2:15"," Dg. Ramang","Biringkanaya","TL","-","72","R3","-","-","-","-","5,000,000"
"3077","Wednesday","2020-03-25","10:45"," Perintis Kemerdekaan","Tamalanrea","TK","22","24","R3","R2","-","-","1","500,000"
"3078","Wednesday","2020-03-25","16:15"," Perintis Kemerdekaan","Biringkanaya","TK","22","28","R2","R2","-","-","4","2,000,000"
"3079","Wednesday","2020-03-25","8:30"," Flamboyan","Tamalate","T","52","-","R2","-","-","-","1","200,000"
"3080","Friday","2020-03-27","20:00"," Perintis Kemerdekaan","Biringkanaya","TK","51","37","R2","R3","-","-","3","1,500,000"
"3081","Friday","2020-03-27","16:30"," Perintis Kemerdekaan","Biringkanaya","TL","22","22","R2","R2","-","-","2","300,000"
"3082","Thursday","2020-03-26","18:30"," Teuku Umar Raya","Tallo","TK","73","20","R2","R2","-","-","3","500,000"
"3083","Saturday","2020-03-28","5:00"," Pettarani","Rappocini","TK","18","60","R3","R2","-","-","1","5,000,000"
"3084","Tuesday","2020-03-24","21:00"," Perintis Kemerdekaan","Tamalanrea","OC","22","-","R2","-","-","-","1","100,000"
"3085","Sunday","2020-03-29","23:00"," Pettarani","Rappocini","OC","26","-","R2","-","-","-","1","100,000"
"3086","Sunday","2020-03-29","20:00","Urip Sumuharjo","Panakkukang","TL","-","32","R2","R2","-","-","2","100,000"
"3087","Monday","2020-03-30","6:00"," Insinyur Sutami","Biringkanaya","T","18","-","R2","-","-","-","1","100,000"
"3088","Sunday","2020-03-29","4:30"," Perintis Kemerdekaan","Biringkanaya","TK","50","36","R2","R2","-","-","2","2,000,000"
"3089","Saturday","2020-01-04","7:00"," Perintis Kemerdekaan","Tamalanrea","TK","35","-","R2","R3","1","-","-","500,000"
"3090","Monday","2020-03-30","13:40"," Perintis Kemerdekaan","Biringkanaya","TK","18","38","R2","R3","-","-","1","3,000,000"
"3091","Monday","2020-03-30","15:00"," Insinyur Sutami","Tamalanrea","TK","56","40","R3","R3","-","-","-","5,000,000"
"3092","Sunday","2020-03-29","13:00"," Perintis Kemerdekaan","Tamalanrea","T","41","-","R2","-","-","-","1","50,000"
"3093","Friday","2020-04-03","1:30"," Abdullah Daeng Sirua","Panakkukang","T","16","-","R2","-","-","-","1","1,000,000"
"3094","Saturday","2020-04-04","3:50"," Gunung Bawakaraeng","Ujung Pandang","TK","20","26","R2","R3","1","-","-","8,000,000"
"3095","Friday","2020-04-03","7:15","Nusa Tamalanrea Indah","Tamalanrea","T","33","-","R2","-","-","-","1","200,000"
"3096","Friday","2020-04-03","14:00"," Perintis Kemerdekaan","Tamalanrea","TM","16","44","R2","-","-","-","3","700,000"
"3097","Saturday","2020-04-04","0:30"," Goa Ria","Biringkanaya","TL","-","31","R2","R3","-","-","-","3,000,000"
"3098","Friday","2020-04-03","0:25"," Korban 40.000 Jiwa","Tallo","T","19","-","R2","-","-","-","1","200,000"
"3099","Friday","2020-04-03","20:00"," Monumen Emmy Saelan","Rappocini","T","40","-","R2","-","-","-","1","300,000"
"3100","Sunday","2020-04-05","19:00"," Metro Tanjung Bunga","Tamalate","T","17","-","R2","-","-","-","1","-"
"3101","Saturday","2020-04-04","18:00"," Insinyur Sutami","Tamalanrea","T","21","-","R2","-","-","-","1","500,000"
"3102","Monday","2020-04-06","15:30"," Perintis Kemerdekaan","Tamalanrea","TL","-","23","R2","-","-","-","1","-"
"3103","Tuesday","2020-04-07","7:00"," Veteran Selatan","Mamajang","TL","-","64","R2","-","-","-","1","-"
"3104","Thursday","2020-04-09","9:00"," Borong Raya","Manggala","T","44","-","R2","-","-","-","1","-"
"3105","Thursday","2020-04-09","14:30"," Insinyur Sutami","Tamalanrea","TK","25","31","R2","R6","1","-","1","700,000"
"3106","Friday","2020-04-10","9:00"," Borong Raya","Manggala","TK","25","32","R2","R3","-","-","2","4,500,000"
"3107","Thursday","2020-04-09","19:00"," Aroepala","Rappocini","TM","30","8","R2","-","-","-","2","150,000"
"3108","Friday","2020-04-10","17:00","Urip Sumuharjo","Panakkukang","TM","20","61","R2","-","-","-","2","100,000"
"3109","Wednesday","2020-04-08","15:30"," Insinyur Sutami","Biringkanaya","TK","26","65","R2","R14","-","-","1","500,000"
"3110","Saturday","2020-04-11","14:00","Urip Sumuharjo","Panakkukang","TL","-","31","R2","R2","-","-","1","100,000"
"3111","Saturday","2020-04-11","15:30"," Daeng Tata Raya","Tamalate","TK","16","19","R2","R2","-","-","3","500,000"
"3112","Sunday","2020-04-12","18:10"," Veteran Utara","Makassar","TK","26","22","R2","R2","-","-","1","-"
"3113","Sunday","2020-04-12","10:30"," Karunrung Raya","Rappocini","TM","12","42","R2","-","-","-","1","100,000"
"3114","Friday","2020-04-10","2:10"," Gunung Bawakaraeng","Makassar","T","26","-","R2","-","-","-","1","200,000"
"3115","Saturday","2020-04-11","19:30"," Kapasa Raya","Tamalanrea","TL","-","45","R3","R2","-","-","1","1,500,000"
"3116","Monday","2020-04-13","5:20"," Perintis Kemerdekaan","Biringkanaya","TK","20","30","R2","R2","-","-","3","500,000"
"3117","Sunday","2020-04-12","13:30"," Serigala","Mamajang","TK","20","25","R2","R6","1","-","-","500,000"
"3118","Monday","2020-04-13","5:30","Urip Sumuharjo","Panakkukang","T","23","-","R2","-","-","-","1","100,000"
"3119","Tuesday","2020-04-14","9:00"," Komp. Unhas","Tallo","TL","-","55","R2","-","-","-","1","-"
"3120","Monday","2020-04-13","15:00"," Inspeksi PAM","Manggala","TK","32","25","R2","R2","-","-","3","350,000"
"3121","Monday","2020-04-13","23:30"," Tamalanrea Raya","Tamalanrea","T","25","-","R2","-","-","-","1","50,000"
"3122","Tuesday","2020-04-14","16:10"," Kawasan Pergudangan Parangloe Indah","Tamalanrea","TK","26","27","R2","R3","-","-","1","1,000,000"
"3123","Wednesday","2020-04-15","8:00"," Sukaria I","Panakkukang","T","32","-","R2","-","-","-","1","500,000"
"3124","Monday","2020-04-13","14:00"," Aroepala","Rappocini","T","71","-","R2","-","-","-","1","100,000"
"3125","Tuesday","2020-04-14","9:00"," Insinyur Sutami","Biringkanaya","T","35","-","R2","-","-","-","1","300,000"
"3126","Wednesday","2020-04-15","12:00"," Bumi Karsa","Panakkukang","TK","48","20","R2","R2","1","-","1","300,000"
"3127","Thursday","2020-04-16","0:15"," Insinyur Sutami","Tamalanrea","T","20","20","R2","-","1","-","1","300,000"
"3128","Thursday","2020-04-16","13:00","Urip Sumuharjo","Panakkukang","TL","-","53","R2","R2","-","-","1","250,000"
"3129","Friday","2020-04-17","8:00"," Veteran Utara","Makassar","TK","16","70","B2","R2","1","-","1","100,000"
"3130","Friday","2020-04-17","4:00"," Veteran Utara","Makassar","TL","-","25","R3","R2","-","-","2","2,000,000"
"3131","Friday","2020-04-17","6:45"," Perintis Kemerdekaan","Tamalanrea","TK","46","30","Rro","R2","1","-","1","700,000"
"3132","Thursday","2020-04-16","16:00"," Datuk Ribandang","Tallo","TM","27","6","R3","-","-","-","1","-"
"3133","Friday","2020-04-17","20:00"," Abu Bakar Lambogo","Makassar","T","14","-","R2","-","-","-","1","200,000"
"3134","Monday","2020-04-20","6:00"," Sultan Alauddin","Rappocini","TL","-","47","R2","R2","1","-","1","200,000"
"3135","Sunday","2020-04-19","19:00"," Gontang Raya","Tamalate","T","21","-","R2","-","-","-","1","100,000"
"3136","Monday","2020-04-20","5:30"," Gunung Bawakaraeng","Makassar","TM","20","79","R6","-","1","-","-","-"
"3137","Tuesday","2020-04-21","5:30"," Citra Sudiang Indah","Biringkanaya","T","22","-","R2","-","1","-","-","250,000"
"3138","Tuesday","2020-04-21","12:00"," Topaz Raya","Panakkukang","TK","47","40","R3","R2","-","-","1","100,000"
"3139","Wednesday","2020-04-22","8:15"," Kartini","Ujung Pandang","TK","24","25","R3","R2","-","-","1","5,000,000"
"3140","Tuesday","2020-04-21","18:15"," Paccerakkang","Biringkanaya","TK","47","29","R2","R2","-","-","1","-"
"3141","Friday","2020-04-24","7:00"," Letjen Hertasning","Rappocini","TK","62","16","R2","R2","1","-","1","500,000"
"3142","Thursday","2020-04-23","6:45"," Sungai Saddang","Ujung Pandang","TK","61","34","R2","R2","-","-","2","1,000,000"
"3143","Thursday","2020-04-23","2:00"," Dr. Leimena","Panakkukang","T","25","-","R2","-","1","-","-","1,500,000"
"3144","Saturday","2020-04-25","10:30"," Gunung Latimojong","Makassar","TL","-","57","R2","-","-","-","1","-"
"3145","Thursday","2020-04-23","19:30"," Abu Bakar Lambogo","Makassar","TL","-","26","R2","R2","-","-","1","-"
"3146","Saturday","2020-04-25","14:00"," Pajaiang","Biringkanaya","T","45","-","R2","-","-","-","1","300,000"
"3147","Sunday","2020-04-26","6:30"," Letjen Hertasning","Panakkukang","TL","-","28","R2","R2","-","-","2","2,000,000"
"3148","Sunday","2020-04-26","13:30","Urip Sumuharjo","Panakkukang","TK","15","22","R2","R2","-","-","3","500,000"
"3149","Friday","2020-04-24","10:00"," Maccini Raya","Makassar","T","42","-","R2","-","-","-","1","500,000"
"3150","Sunday","2020-04-26","10:00"," Abu Bakar Lambogo","Makassar","TK","28","28","R2","R2","1","-","2","500,000"
"3151","Thursday","2020-04-16","14:30"," Pettarani","Panakkukang","TL","-","42","R6","R2","-","-","1","100,000"
"3152","Wednesday","2020-04-29","19:30"," Batara Bira","Biringkanaya","TK","16","46","R3","R2","-","-","1","3,000,000"
"3153","Wednesday","2020-04-29","13:30"," Manuruki","Biringkanaya","TK","15","22","R2","R2","-","-","2","500,000"
"3154","Wednesday","2020-04-29","14:30"," Perintis Kemerdekaan","Tamalanrea","TL","-","51","R3","R3","-","-","-","1,000,000"
"3155","Thursday","2020-04-30","12:00"," Tamalanrea Raya","Tamalanrea","TK","44","29","R2","R2","-","-","2","500,000"
"3156","Thursday","2020-04-30","17:45"," Perumnas Raya","Manggala","T","30","2","R2","-","-","-","2","250,000"
"3157","Friday","2020-05-01","2:00"," Nuri Baru","Mariso","TK","22","11","R2","R2","-","-","3","2,000,000"
"3158","Friday","2020-05-01","16:00","Urip Sumuharjo","Panakkukang","TL","-","64","R2","-","-","-","1","-"
"3159","Thursday","2020-04-30","13:00"," Metro Tanjung Bunga","Tamalate","TK","42","26","R3","R3","-","-","-","5,000,000"
"3160","Saturday","2020-05-02","7:30"," Berua Raya","Biringkanaya","TK","27","30","R3","R2","-","-","1","700,000"
"3161","Sunday","2020-05-03","20:00"," Kandea III","Bontoala","TK","16","23","R2","R2","-","-","2","200,000"
"3162","Thursday","2020-04-30","8:00"," Teuku Umar Raya","Tallo","TK","60","41","R2","R2","-","-","1","-"
"3163","Saturday","2020-05-02","20:00"," Kumala","Tamalate","TL","-","39","R2","R2","-","-","1","100,000"
"3164","Sunday","2020-05-03","16:00"," A. Makassau","Ujung Pandang","TK","29","58","R3","R3","-","-","-","5,000,000"
"3165","Tuesday","2020-05-05","13:40"," Perintis Kemerdekaan","Tamalanrea","TM","56","28","R3","-","-","-","1","5,000,000"
"3166","Tuesday","2020-05-05","9:00"," Galangan Kapal","Tallo","TK","49","39","R6","R2","-","-","1","100,000"
"3167","Tuesday","2020-05-05","13:30"," Aroepala","Rappocini","TK","45","29","R2","R3","-","-","1","1,000,000"
"3168","Wednesday","2020-05-06","17:05"," Sawerigading","Ujung Pandang","TK","33","48","R2","R2","-","-","3","300,000"
"3169","Friday","2020-05-08","8:00"," Toddopuli 10","Manggala","TK","16","24","R2","R2","-","-","2","500,000"
"3170","Friday","2020-05-08","18:00"," Janggo Paropo","Panakkukang","TK","29","30","R2","R2","-","-","1","1,200,000"
"3171","Wednesday","2020-05-06","14:00"," Perintis Kemerdekaan","Tamalanrea","TL","-","46","R2","R2","-","-","1","1,000,000"
"3172","Saturday","2020-05-09","18:30"," Daeng Regge","Tallo","TM","48","59","R2","-","1","-","1","500,000"
"3173","Sunday","2020-05-10","0:30"," Abu Bakar Lambogo","Makassar","TK","29","19","R2","R3","1","-","1","2,000,000"
"3174","Sunday","2020-05-10","5:45"," Waduk Tunggu Pampang","Manggala","TM","17","27","R2","-","-","-","3","500,000"
"3175","Wednesday","2020-03-04","17:05"," Pengayoman","Panakkukang","T","57","-","R2","-","-","-","1","-"
"3176","Saturday","2020-05-09","23:00"," Perintis Kemerdekaan","Biringkanaya","TK","42","28","R2","R2","-","-","2","500,000"
"3177","Monday","2020-05-11","18:00"," Korban 40.000 Jiwa","Tallo","T","15","-","R2","-","-","-","1","200,000"
"3178","Tuesday","2020-05-12","20:10"," Paccerakkang","Biringkanaya","TK","19","24","R2","R2","-","-","2","300,000"
"3179","Wednesday","2020-05-13","11:25"," Korban 40.000 Jiwa","Tallo","T","40","-","R2","-","-","-","1","100,000"
"3180","Wednesday","2020-05-13","19:30","Urip Sumuharjo","Panakkukang","TM","29","39","R2","-","-","-","2","300,000"
"3181","Thursday","2020-05-14","9:00"," Borong Raya","Manggala","TK","30","58","R3","R2","-","-","2","1,000,000"
"3182","Thursday","2020-05-14","21:00"," Perintis Kemerdekaan","Biringkanaya","TL","21","21","R2","R2","-","-","2","300,000"
"3183","Friday","2020-05-15","19:30"," Anggrek","Mariso","T","19","-","R2","-","-","-","1","100,000"
"3184","Friday","2020-05-15","12:00"," Goa Ria","Biringkanaya","T","19","-","R2","-","-","-","1","200,000"
"3185","Saturday","2020-05-16","8:40"," Jenderal Ahmad Yani","Wajo","TK","65","39","R2","R3","-","-","1","500,000"
"3186","Saturday","2020-05-16","14:00"," Kesatuan","Makassar","T","21","-","R2","-","-","-","1","500,000"
"3187","Sunday","2020-05-17","1:30"," Perintis Kemerdekaan","Tamalanrea","T","45","-","R2","-","-","-","1","500,000"
"3188","Sunday","2020-05-17","10:30"," Tamangapa Raya","Manggala","TK","14","52","R2","R2","1","-","1","200,000"
"3189","Sunday","2020-05-17","23:00"," Metro Tanjung Bunga","Mariso","T","34","-","R2","-","-","-","1","100,000"
"3190","Monday","2020-05-18","8:30","Urip Sumuharjo","Panakkukang","TB","-","52","R2","R2","-","-","1","-"
"3191","Tuesday","2020-05-19","2:45"," Kumala","Tamalate","TK","26","24","R3","R4","-","-","-","15,000,000"
"3192","Monday","2020-05-18","11:00"," Perintis Kemerdekaan","Tamalanrea","T","48","46","R2","-","-","-","1","-"
"3193","Tuesday","2020-05-19","0:50"," Veteran Selatan","Mamajang","TK","17","18","R2","R3","-","-","2","3,000,000"
"3194","Sunday","2020-05-17","20:05"," Sultan Alauddin","Tamalate","TL","-","22","R2","R2","-","-","2","50,000"
"3195","Sunday","2020-05-17","21:30"," Maccini Baru","Makassar","TK","61","50","R2","R3","-","-","1","100,000"
"3196","Monday","2020-05-18","22:30"," Metro Tanjung Bunga","Tamalate","T","47","-","R2","-","-","-","1","100,000"
"3197","Tuesday","2020-05-19","18:00"," Pelita Raya","Rappocini","T","16","-","R2","-","1","-","-","2,000,000"
"3198","Tuesday","2020-05-19","22:00"," Goa Ria","Biringkanaya","TL","-","21","R2","-","-","-","1","200,000"
"3199","Thursday","2020-05-21","2:00"," Borong Raya","Manggala","TK","18","-","R2","R3","1","-","-","500,000"
"3200","Wednesday","2020-05-20","18:30"," Pajukukang","Tamalate","TK","24","51","R2","R2","-","-","1","1,000,000"
"3201","Thursday","2020-05-21","13:35"," Aroepala","Rappocini","TK","50","23;55","R3","R2","-","-","1","500,000"
"3202","Thursday","2020-05-21","17:15"," Waduk Tunggu Pampang","Manggala","T","65","-","R2","-","-","-","1","250,000"
"3203","Wednesday","2020-05-20","14:10"," Insinyur Sutami","Tamalanrea","T","32","-","R3","-","-","-","1","20,000,000"
"3204","Friday","2020-05-22","20:30"," Bandang","Bontoala","TK","34","35","R2","R2","-","-","3","500,000"
"3205","Friday","2020-05-22","8:00"," Perintis Kemerdekaan","Biringkanaya","T","40","-","R2","-","-","-","1","300,000"
"3206","Saturday","2020-05-23","1:30"," Kima Raya","Biringkanaya","T","38","-","R2","-","-","-","1","500,000"
"3207","Monday","2020-05-25","9:40"," Mapala","Rappocini","TK","13","23","R2","R2","-","-","4","350,000"
"3208","Monday","2020-05-25","16:30"," Lanto Daeng Pasewang","Mamajang","TK","23","21","R2","R2","-","-","3","500,000"
"3209","Saturday","2020-05-23","15:20"," Sam Ratulangi","Mamajang","TK","15","39","R2","R3","-","-","1","1,000,000"
"3210","Monday","2020-05-25","10:00","Urip Sumuharjo","Panakkukang","T","32","-","R2","-","-","-","1","100,000"
"3211","Sunday","2020-05-24","13:30"," Gunung Bawakaraeng","Bontoala","TK","13","16","R2","R2","-","-","3","500,000"
"3212","Tuesday","2020-05-26","18:20"," Aroepala","Rappocini","T","33","-","R2","-","-","-","1","-"
"3213","Tuesday","2020-05-26","21:00"," Bonto Duri","Tamalate","T","30","-","R2","-","-","-","1","-"
"3214","Monday","2020-05-25","23:00"," Nipa Nipa","Manggala","T","34","-","R2","-","-","-","1","100,000"
"3215","Monday","2020-05-25","13:00"," Metro Tanjung Bunga","Tamalate","TK","40","30","R2","R3","-","-","1","1,000,000"
"3216","Tuesday","2020-05-26","20:00"," Perintis Kemerdekaan","Biringkanaya","TK","26","19","R3","R2","-","-","-","1,500,000"
"3217","Thursday","2020-05-28","12:45"," Boulevard","Panakkukang","TK","29","53","R3","B2","-","-","1","500,000"
"3218","Thursday","2020-05-28","17:00"," Cilallang","Rappocini","T","49","4","R2","-","1","-","2","500,000"
"3219","Wednesday","2020-05-27","21:31"," Perintis Kemerdekaan","Panakkukang","TM","17","51","R2","-","-","-","1","250,000"
"3220","Thursday","2020-05-28","14:30","Poros Perumnas Sudiang","Biringkanaya","T","18","18","R2","-","-","-","2","100,000"
"3221","Wednesday","2020-05-27","7:30"," Letjen Hertasning","Rappocini","TL","-","23","R3","R2","-","-","1","200,000"
"3222","Thursday","2020-05-28","18:30"," Perintis Kemerdekaan","Biringkanaya","T","57","57","R2","-","-","-","1","100,000"
"3223","Friday","2020-05-29","22:30"," Pajukukang","Tamalate","TL","-","30","R2","R6","-","-","1","500,000"
"3224","Monday","2020-02-10","6:50"," Andi Tonro","Tamalate","TL","-","42","R2","R2","-","-","1","500,000"
"3225","Thursday","2020-05-28","14:50","Urip Sumuharjo","Panakkukang","OC","19","-","R2","-","-","-","1","500,000"
"3226","Friday","2020-05-29","19:45"," Perintis Kemerdekaan","Biringkanaya","TK","25","24","R2","M","-","-","1","1,500,000"
"3227","Saturday","2020-05-30","16:50"," Perintis Kemerdekaan","Biringkanaya","TK","36","17","R2","R2","-","-","2","500,000"
"3228","Sunday","2020-05-31","15:00","Urip Sumuharjo","Panakkukang","OC","41","-","R2","-","-","-","1","200,000"
"3229","Monday","2020-06-01","15:00"," Pettarani","Panakkukang","OC","46","11","R2","-","-","-","2","100,000"
"3230","Friday","2020-05-29","3:30"," Veteran Utara","Bontoala","TK","34","20","R2","R2","-","-","3","500,000"
"3231","Sunday","2020-05-31","12:30","Urip Sumuharjo","Panakkukang","OC","60","45","R3","-","-","-","1","3,000,000"
"3232","Sunday","2020-05-31","0:05"," Haji Bau","Ujung Pandang","TK","23","42","R3","R3","-","-","-","30,000,000"
"3233","Wednesday","2020-06-03","7:30"," Lembo","Tallo","OC","53","-","R2","-","-","-","1","100,000"
"3234","Tuesday","2020-06-02","18:00"," Nuri","Mariso","TK","20","30","R2","R2","-","-","1","500,000"
"3235","Tuesday","2020-05-19","10:30","Urip Sumuharjo","Panakkukang","OC","33","-","R2","-","-","-","1","200,000"
