no,day,date,time,address,district,accident_types,suspect_age,victim_age,suspect_vehicle,victim_vehicle,MD,LB,LR,material_loss
1603,Tuesday,2019-01-22,21:00, Perintis Kemerdekaan,Biringkanaya,TL,-,30,R4,-,-,-,1,-
1604,Thursday,2019-01-24,4:45, Perintis Kemerdekaan,Biringkanaya,TK,32,38,R4,R6,-,-,1,"35,000,000"
1605,Thursday,2019-01-24,5:45, Perintis Kemerdekaan,Biringkanaya,TK,56,21,R4,R2,-,-,1,"1,000,000"
1606,Thursday,2019-01-24,21:20, Botolempangan,Ujung Pandang,TK,28,24,R2,R4,-,-,2,"5,000,000"
1607,Wednesday,2019-01-23,15:00, Maccini Tengah,Makassar,TL,-,35,R4,R2,-,-,1,"300,000"
1608,Friday,2019-01-25,6:30, Amanagapa,Ujung Pandang,TL,-,40,R2,R2,-,-,1,"200,000"
1609,Thursday,2019-01-24,20:30, Emmy Saelan III,Rappocini,TK,16,16,R2,R2,-,-,2,"1,000,000"
1610,Friday,2019-01-25,23:10, Perintis Kemerdekaan,Biringkanaya,TK,33,18,R4,R2,-,-,1,"2,000,000"
1611,Saturday,2019-01-26,7:40, Pongtiku,Tallo,TK,22,-,R2,R2,-,-,1,"200,000"
1612,Friday,2019-01-25,14:00, Insinyur Sutami,Biringkanaya,TK,42,23,R4,R2,-,-,1,-
1613,Friday,2019-01-25,11:00, Goa Ria,Biringkanaya,TK,32,48,R4,R2,-,-,1,-
1614,Saturday,2019-01-26,20:00,Rappocini Raya,Rappocini,TM,19,37,R2,-,-,-,1,-
1615,Saturday,2019-01-26,11:00,Urip Sumuharjo,Panakkukang,TK,19,26,R2,R4,-,-,1,"4,000,000"
1616,Tuesday,2019-01-29,20:00, Perintis Kemerdekaan,Biringkanaya,TK,15,14,R2,R4,1,-,1,"500,000"
1617,Tuesday,2019-01-29,6:15,Urip Sumuharjo,Panakkukang,TK,35,20,R4,R2,-,-,1,"3,000,000"
1618,Tuesday,2019-01-29,11:30, Perintis Kemerdekaan,Tamalanrea,TL,-,45,R2,R2,-,-,1,"100,000"
1619,Tuesday,2019-01-29,11:00,Urip Sumuharjo,Panakkukang,TK,52,-,R2,R4,-,-,1,"100,000"
1620,Thursday,2019-01-31,10:00, Perintis Kemerdekaan,Tamalanrea,TK,22,21,R4,R2,-,-,2,"250,000"
1621,Wednesday,2019-01-30,8:30, Keberkahan,Tamalanrea,TK,17,22,R2,R2,-,-,2,"750,000"
1622,Tuesday,2019-01-29,20:30, Regge,Tallo,TL,-,59,R2,R2,-,-,1,"100,000"
1623,Tuesday,2019-01-29,6:05, Sunu,Tallo,TB,40,35,R4,R4,-,-,1,"10,000,000"
1624,Sunday,2019-01-27,13:00, Metro Tanjung Bunga,Tamalate,TB,17,22,R2,R2,-,-,3,"3,000,000"
1625,Wednesday,2019-01-30,8:00, Ance Daeng Ngoyo,Panakkukang,TL,-,26,R4,R2,-,-,1,"100,000"
1626,Friday,2019-02-01,1:00, Perintis Kemerdekaan,Biringkanaya,TL,-,119,R2,R2,-,-,1,"500,000"
1627,Friday,2019-02-01,10:30, Perintis Kemerdekaan,Tamalanrea,TK,62,26,R4,R2,-,-,1,"500,000"
1628,Friday,2019-02-01,13:00, Gagak,Mariso,TL,-,54,R4,R2,-,-,2,"100,000"
1629,Saturday,2019-02-02,2:00, Veteran Selatan,Mamajang,TK,19,48,R2,R2,2,-,-,"3,000,000"
1630,Saturday,2019-02-02,3:07, Mapala,Rappocini,T,42,41,R4,-,1,-,1,"30,000,000"
1631,Thursday,2019-01-31,20:00, Perumnas Antang,Manggala,TK,22,36,R2,R2,-,-,2,"1,000,000"
1632,Friday,2019-02-01,22:00, Metro Tanjung Bunga,Tamalate,TK,19,16,R4,R2,-,-,1,"3,000,000"
1633,Sunday,2019-02-03,0:00,Urip Sumuharjo,Panakkukang,TK,17,32,R2,R4,-,-,-,"600,000"
1634,Saturday,2019-02-02,23:50, Perintis Kemerdekaan,Tamalanrea,TK,17,17,R2,R2,-,-,3,"700,000"
1635,Sunday,2019-02-03,11:30, Letjen Hertasning,Panakkukang,TK,23,21,R2,R2,-,-,2,"1,000,000"
1636,Sunday,2019-02-03,4:00, Pettarani,Panakkukang,TL,-,44,R2,R2,-,-,1,-
1637,Tuesday,2019-02-05,13:00, Tanjung Alang,Mamajang,TL,-,23,R2,R2,-,-,1,"100,000"
1638,Monday,2019-02-04,6:15, Perintis Kemerdekaan,Tamalanrea,TL,-,53,R6,R4,-,-,-,"500,000"
1639,Friday,2019-02-01,13:30, Perintis Kemerdekaan,Tamalanrea,TL,-,59,R2,R2,-,-,2,"100,000"
1640,Sunday,2019-02-03,0:20, Perintis Kemerdekaan,Tamalanrea,TK,22,26,R4,R2,-,-,1,"2,500,000"
1641,Tuesday,2019-02-05,7:30, Galangan Kapal,Tallo,TK,19,16,R2,R2,-,-,3,"500,000"
1642,Sunday,2019-02-03,16:30, Arief Rate,Ujung Pandang,TL,-,22,R4,R2,-,-,1,"200,000"
1643,Monday,2019-02-04,19:15, Jenderal Sudirman,Ujung Pandang,TK,45,20,R4,Rro,-,-,1,"50,000"
1644,Friday,2019-02-01,23:00, Perintis Kemerdekaan,Tamalanrea,TK,23,29,R2,R2,-,-,2,"1,000,000"
1645,Monday,2019-02-04,13:00, Inspeksi PAM,Manggala,TM,18,29,R2,-,-,-,2,-
1646,Monday,2019-02-04,16:30, Perintis Kemerdekaan,Biringkanaya,TL,-,23,R6,R4,-,-,-,"2,500,000"
1647,Wednesday,2019-02-06,12:30,Urip Sumuharjo,Panakkukang,TK,24,39,R14,R2,-,-,1,-
1648,Tuesday,2019-02-05,16:30,Kompleks,Rappocini,TL,-,7,R2,-,-,-,1,-
1649,Wednesday,2019-02-06,13:30, Pettarani,Panakkukang,TK,18,43,R2,R2,-,-,2,"300,000"
1650,Thursday,2019-02-07,12:15, Daeng Regge,Tallo,OC,49,-,R4,-,1,-,-,"1,000,000"
1651,Wednesday,2019-02-06,17:00, Metro Tanjung Bunga,Tamalate,TK,34,33,R4,R2,-,-,1,"500,000"
1652,Thursday,2019-02-07,21:30, Galangan Kapal,Tallo,TL,-,48,R2,R2,-,-,1,"100,000"
1653,Saturday,2019-02-02,13:00, Pettarani,Panakkukang,TK,18,2,R2,R4,-,-,2,"1,000,000"
1654,Wednesday,2019-02-06,0:30, Toddopuli Raya,Panakkukang,TK,-,-,R4,R4,-,-,-,-
1655,Friday,2019-02-08,11:30, Perintis Kemerdekaan,Tamalanrea,TM,20,22,R2,-,-,-,1,-
1656,Monday,2019-02-04,23:00, Perintis Kemerdekaan,Tamalanrea,TK,43,22,R2,R2,-,-,2,"250,000"
1657,Thursday,2019-02-07,20:00, Metro Tanjung Bunga,Tamalate,TL,-,22,R2,R2,-,-,2,-
1658,Saturday,2019-01-26,2:15, Veteran Utara,Makassar,TK,20,19,R2,R2,-,-,2,"2,000,000"
1659,Thursday,2019-02-07,8:00, Sultan Hasanuddin,Ujung Pandang,TL,-,52,R4,R4,-,-,-,"1,000,000"
1660,Wednesday,2019-02-06,19:10, Pettarani,Panakkukang,TL,-,35,R4,R4,-,-,-,"200,000"
1661,Friday,2019-02-08,15:15,Urip Sumuharjo,Panakkukang,TL,-,17,R4,R2,-,-,2,"20,000"
1662,Saturday,2019-02-09,20:30, Datu Musseng,Ujung Pandang,TL,-,56,R2,-,-,-,1,-
1663,Friday,2019-02-08,10:30, Mesjid Raya,Bontoala,TL,-,54,R4,R2,-,-,1,-
1664,Saturday,2019-02-09,13:40,Insinyur Sutami,Biringkanaya,TK,44,53,R4,R4,-,-,-,"50,000,000"
1665,Saturday,2019-02-09,2:00, Perintis Kemerdekaan,Tamalanrea,TK,24,58,R4,R2,-,-,1,"500,000"
1666,Saturday,2019-02-09,6:30, Daeng Tata Raya,Tamalate,TK,28,58,R2,R4,-,-,1,"500,000"
1667,Saturday,2019-02-02,7:00, DR. Leimena,Manggala,OC,42,-,R2,-,-,-,1,"200,000"
1668,Saturday,2019-02-09,23:00, Perintis Kemerdekaan,Biringkanaya,TL,-,22,R2,R2,-,-,1,"200,000"
1669,Monday,2019-02-11,22:30, Perintis Kemerdekaan,Biringkanaya,TL,-,25,R4,R2,-,-,1,"500,000"
1670,Wednesday,2019-02-13,19:30, Batara Bira,Biringkanaya,TL,-,44,R2,R2,1,-,-,"250,000"
1671,Wednesday,2019-02-13,11:30, Bonto Duri,Tamalate,TM,50,7,R4,-,-,-,1,-
1672,Tuesday,2019-02-12,17:30, Inspeksi PAM,Manggala,TK,37,28,R6,R4,-,-,-,"2,500,000"
1673,Wednesday,2019-02-13,1:30,Urip Sumuharjo,Panakkukang,TK,25,32,R3,R4,-,-,1,"10,000,000"
1674,Thursday,2019-02-14,23:40, Gunung Salahutu,Makassar,TK,41,32,R2,R2,1,-,-,"2,000,000"
1675,Wednesday,2019-02-13,11:00, Perintis Kemerdekaan,Tamalanrea,TK,29,26,R4,R2,-,-,1,"500,000"
1676,Thursday,2019-02-14,12:00, Pahlawan,Biringkanaya,TL,-,17,R2,-,-,-,1,-
1677,Saturday,2019-01-12,8:00, Maccini Baru,Makassar,TK,40,42,R2,R4,-,-,1,"300,000"
1678,Thursday,2019-02-14,14:00, Pettarani,Panakkukang,TM,23,4,R2,-,-,-,2,-
1679,Friday,2019-02-15,19:15, Teuku Umar Raya,Tallo,TK,33,17,R2,R2,-,-,2,"1,000,000"
1680,Tuesday,2019-02-12,9:30, Perintis Kemerdekaan,Biringkanaya,TK,53,24,R2,R2,1,-,-,-
1681,Friday,2019-02-15,17:45, Lantebung,Tamalanrea,TL,-,13,R2,-,-,-,1,-
1682,Friday,2019-02-15,11:00, Perintis Kemerdekaan,Biringkanaya,TK,25,33,R2,R4,-,-,1,"5,000,000"
1683,Wednesday,2019-02-13,17:00, Abdul Kadir,Tamalate,TM,22,18,R2,-,-,-,2,"200,000"
1684,Sunday,2019-02-17,6:30, Baji Gau,Tamalate,TK,16,16,R2,R2,1,-,2,"500,000"
1685,Sunday,2019-02-17,9:00, Mallombassang,Tamalate,TK,59,17,R2,R2,-,-,2,"500,000"
1686,Saturday,2019-02-16,21:30,Galangan Kapal,Tallo,TL,-,11,R2,-,-,-,1,-
1687,Monday,2019-02-18,10:00, Gunung Bawakaraeng,Bontoala,TK,62,46,R2,R2,-,-,2,"300,000"
1688,Wednesday,2019-02-20,6:30, Sam Ratulangi,Mamajang,TK,34,18,R2,R2,-,-,2,"200,000"
1689,Tuesday,2019-02-19,14:00,Raya Kampus Unhas,Tamalanrea,TK,32,30,R4,R2,-,-,1,"1,000,000"
1690,Monday,2019-02-18,17:00, Adyaksa,Panakkukang,TK,19,25,R2,R2,-,-,3,"1,000,000"
1691,Saturday,2019-02-16,17:30,Dg. Muda,Tamalate,TL,-,14,R2,-,-,-,1,-
1692,Wednesday,2019-02-20,8:30, Metro Tanjung Bunga,Tamalate,TK,14,36,R2,R2,-,-,3,"500,000"
1693,Wednesday,2019-02-20,1:15, Cendrawasih,Mariso,TK,49,20,R2,R2,-,-,1,"500,000"
1694,Monday,2018-02-19,7:00, Andi Mappanyukki,Mariso,TK,60,46,R4,R2,-,-,2,"500,000"
1695,Friday,2019-02-22,2:00, DR. Leimena,Panakkukang,TL,-,34,R2,R2,1,-,-,"500,000"
1696,Thursday,2019-02-21,6:30, Pettarani,Panakkukang,TL,-,19,R2,R2,-,-,3,"200,000"
1697,Wednesday,2019-02-20,13:30, Toddopuli Raya,Panakkukang,TL,-,78,R2,R2,-,-,1,"300,000"
1698,Monday,2018-02-19,12:00, Perintis Kemerdekaan,Biringkanaya,TK,24,61,R2,R2,-,-,1,"500,000"
1699,Monday,2018-02-19,19:00, Mutiara Boulevard,Biringkanaya,TL,-,24,R4,R2,-,-,1,"500,000"
1700,Thursday,2019-02-21,20:21, Pettarani,Panakkukang,TL,-,21,R4,R2,-,-,2,"200,000"
1701,Friday,2019-02-22,9:45, Veteran Utara,Makassar,OC,54,-,R2,-,1,-,-,-
1702,Friday,2019-02-22,9:45, Metro Tanjung Bunga,Tamalate,OC,53,-,R4,-,1,-,-,"3,000,000"
1703,Thursday,2019-02-21,14:20, Bandang,Bontoala,TK,54,63,R4,R2,-,-,1,"500,000"
1704,Sunday,2019-02-24,10:30, Sudirman,Ujung Pandang,TL,-,71,R4,M,-,-,1,-
1705,Saturday,2019-02-23,20:30, Sunu,Tallo,T,23,21,R2,-,-,-,1,-
1706,Friday,2019-02-22,2:58, Veteran Utara,Makassar,LL,26,17,R2,T,-,-,1,"500,000"
1707,Sunday,2019-02-24,1:30, Veteran Selatan,Makassar,TL,-,51,R4,R2,1,-,1,"2,500,000"
1708,Sunday,2019-02-24,2:25, Sunu ,Tallo,TK,22,52,R2,R2,-,-,2,"2,000,000"
1709,Saturday,2019-02-23,16:00,Rappocini Raya,Rappocini,TL,-,58,R2,R2,-,-,1,"200,000"
1710,Saturday,2018-09-15,14:00, Veteran Selatan,Makassar,TK,33,62,R4,R2,-,-,1,"500,000"
1711,Friday,2019-02-22,15:00, Pettarani,Panakkukang,TL,-,20,R4,R2,-,-,1,"200,000"
1712,Monday,2019-02-25,21:30, Cumi-cumi,Bontoala,TK,16,14,R2,R2,-,-,2,"100,000"
1713,Monday,2019-02-25,11:40, Kapasa Raya,Tamalanrea,TL,-,16,R6,R4,-,-,-,"8,000,000"
1714,Sunday,2019-02-24,15:00, Monumen Emmy Saelan,Rappocini,TL,-,32,R2,R4,-,-,-,"500,000"
1715,Monday,2019-02-25,17:30, Borong Jambu Raya,Manggala,TL,-,13,R2,Rro,-,-,1,-
1716,Monday,2019-02-25,7:00, Aroepala,Rappocini,TK,22,23,R2,R2,-,-,2,"200,000"
1717,Saturday,2019-02-23,15:40, Letjen Hertasning,Rappocini,TL,-,29,R4,R2,-,-,1,"200,000"
1718,Tuesday,2019-02-26,19:30, Perintis Kemerdekaan,Tamalanrea,TM,21,25,R2,-,-,-,2,"250,000"
1719,Wednesday,2019-02-27,17:30, Galangan Kapal,Tallo,TB,51,27,R10,R2,1,-,-,"10,000,000"
1720,Tuesday,2019-02-26,17:30, Tidung 5,Rappocini,TM,32,4,R2,-,-,-,2,"500,000"
1721,Wednesday,2019-02-27,11:40,Rappocini Raya,Rappocini,TL,-,29,R2,-,-,-,1,"300,000"
1722,Wednesday,2019-02-27,22:15, Perintis Kemerdekaan,Biringkanaya,TB,63,38,R4,R4,-,-,1,"30,000,000"
1723,Wednesday,2019-02-27,10:50, Sungai Limboto,Ujung Pandang,TM,29,35,R4,-,-,-,1,"200,000"
1724,Wednesday,2019-02-27,17:30, Toa Daeng 3,Manggala,TK,45,15,R2,R4,-,-,1,-
1725,Thursday,2019-02-21,23:00, Pannampu,Tallo,TK,52,-,R2,R2,1,-,-,"300,000"
1726,Thursday,2019-02-28,13:00,Urip Sumuharjo,Panakkukang,TL,-,47,R4,R2,-,-,2,"300,000"
1727,Friday,2019-03-01,18:00, Dirgantara,Panakkukang,TK,21,64,R4,R2,-,-,1,"500,000"
1728,Friday,2019-03-01,8:00, Tamangapa Raya,Manggala,TM,41,-,R2,-,-,-,1,"50,000"
1729,Thursday,2019-02-28,17:30, Kapasa Raya,Biringkanaya,TK,45,18,R2,R2,-,-,2,"500,000"
1730,Sunday,2019-03-03,5:00, Perintis Kemerdekaan,Tamalanrea,T,19,23,R2,-,1,-,1,"2,000,000"
1731,Saturday,2019-03-02,19:00, Insinyur Sutami,Biringkanaya,TL,-,49,R2,R2,-,-,1,"300,000"
1732,Saturday,2019-03-02,22:00, Keindahan,Tamalanrea,TK,22,20,R2,R2,-,-,4,"1,000,000"
1733,Sunday,2019-03-03,13:00, Kenanga,Mariso,TK,37,29,R2,R2,-,-,2,"200,000"
1734,Friday,2019-03-01,7:00, Letjen Hertasning,Panakkukang,TK,29,19,R2,R2,-,-,1,-
1735,Friday,2019-03-01,9:30, Insinyur Sutami,Tamalanrea,TL,-,46,R6,R2,-,-,1,"1,000,000"
1736,Sunday,2019-03-03,2:00,Urip Sumuharjo,Panakkukang,TL,-,48,R2,R2,-,-,1,"50,000"
1737,Monday,2019-03-04,11:30, Pelita Raya,Panakkukang,TB,41,29,R4,R2,-,-,1,"4,000,000"
1738,Monday,2019-03-04,13:30,Raya Telkomas,Biringkanaya,TK,28,37,R4,R2,-,-,1,"500,000"
1739,Saturday,2019-03-02,12:00,Mutiara Boulevard,Biringkanaya,OC,55,18,R4,-,-,-,2,"3,000,000"
1740,Tuesday,2019-03-05,6:30, Asrama Haji,Biringkanaya,TL,-,35,R4,R2,-,-,3,"50,000"
1741,Wednesday,2019-03-06,17:30, A.R. Hakim,Tallo,TK,47,17,R2,R2,-,-,2,"500,000"
1742,Wednesday,2019-03-06,14:00, Barawaja,Panakkukang,TK,29,22,R2,R2,-,-,2,"700,000"
1743,Friday,2019-03-08,8:30, Insinyur Sutami,Tamalanrea,TK,14,33,R2,R10,2,-,1,"500,000"
1744,Friday,2019-03-08,15:30, Mangerangi,Tamalate,TK,50,54,R2,R4,-,-,1,"1,000,000"
1745,Saturday,2019-03-09,15:30, Baddoka,Biringkanaya,TM,21,17,R2,-,-,-,2,"250,000"
1746,Saturday,2019-03-09,7:00, KIMA II,Biringkanaya,TK,52,19,R2,R2,-,-,1,"250,000"
1747,Saturday,2019-03-09,9:30, Gunung Latimojong,Bontoala,TK,53,30,R2,R2,-,-,2,"1,000,000"
1748,Saturday,2019-03-09,7:15,  Andi Mangerangi,Tamalate,TL,-,56,R2,-,-,-,1,-
1749,Sunday,2019-03-10,7:00, Andi Mangerangi,Tamalate,TK,22,-,R2,R2,-,-,1,"1,000,000"
1750,Sunday,2019-03-10,10:00, Veteran Utara,Makassar,TM,20,60,R2,-,-,-,1,"100,000"
1751,Sunday,2019-03-10,18:19, Pongtiku,Tallo,TL,-,27,R2,R4,-,-,-,"2,000,000"
1752,Tuesday,2019-03-12,8:15, Amirullah,Mamajang,TM,76,8,R2,-,-,-,1,-
1753,Thursday,2019-03-07,13:50, Baji Minasa II,Mariso,TK,60,53,R2,R2,-,-,2,"500,000"
1754,Friday,2019-03-08,16:30, Keindahan I,Tamalanrea,TK,18,17,R2,R2,-,-,2,"500,000"
1755,Monday,2019-03-11,6:50, Veteran Selatan,Mamajang,TL,-,48,R2,R2,-,-,2,"150,000"
1756,Monday,2019-03-11,12:00, Tamalate,Rappocini,TL,-,21,R4,R2,-,-,2,-
1757,Monday,2019-03-11,16:30, Ujung Bor,Manggala,TK,24,35,R2,R4,-,-,2,"3,000,000"
1758,Wednesday,2019-03-13,4:00, Maccini Raya,Makassar,TL,-,35,R4,R2,-,-,-,"1,000,000"
1759,Tuesday,2019-03-12,7:00, Insinyur Sutami,Tamalanrea,TK,36,23,R6,R4,-,-,-,"40,000,000"
1760,Wednesday,2019-03-13,15:30, Kima Raya,Biringkanaya,TK,22,28,R4,R2,-,-,1,"1,000,000"
1761,Tuesday,2019-03-12,22:30, Abdullah Daeng Sirua,Panakkukang,TL,-,26,R2,R2,-,-,1,"500,000"
1762,Tuesday,2019-03-12,16:00, Dirgantara,Panakkukang,TK,36,15,M,R2,-,-,1,"300,000"
1763,Wednesday,2019-03-13,18:40, Veteran Selatan,Mamajang,TK,51,21,R2,R2,-,-,1,"300,000"
1764,Friday,2019-03-15,7:00, Abdullah Daeng Sirua,Panakkukang,TL,-,47,R4,R2,-,-,1,"200,000"
1765,Friday,2019-03-15,17:30, Teuku Umar Raya,Tallo,TK,28,38,R2,R2,-,-,1,"100,000"
1766,Saturday,2019-03-16,11:00, Insinyur Sutami,Tamalanrea,TL,-,22,R2,R4,-,-,-,"1,000,000"
1767,Saturday,2019-03-16,11:15, Perintis Kemerdekaan,Tamalanrea,TK,29,47,R4,R2,-,-,1,"500,000"
1768,Sunday,2019-03-17,17:30, Abdul Kadir,Tamalate,TL,-,32,R2,-,-,-,1,-
1769,Monday,2019-03-18,2:00, Pengayoman,Panakkukang,TL,23,21.5,R2,R2,-,-,-,"200,000"
1770,Saturday,2019-03-16,23:00, Gunung Bulusaraung,Ujung Pandang,TL,-,25.5,R4,R4,-,-,-,"700,000"
1771,Thursday,2019-02-28,23:15, Daeng Tata Lama,Tamalate,TL,-,27.5,R2,R2,-,-,2,"200,000"
1772,Tuesday,2019-03-19,15:30, Insinyur Sutami,Biringkanaya,TK,21,15,R4,R2,-,-,1,"1,000,000"
1773,Wednesday,2019-03-13,23:00, Perintis Kemerdekaan III,Tamalanrea,TL,-,66,R2,-,-,-,1,-
1774,Sunday,2019-03-17,16:15, Insinyur Sutami,Biringkanaya,TL,-,48.5,R2,R2,-,-,2,"500,000"
1775,Monday,2019-03-18,9:00, Perintis Kemerdekaan,Tamalanrea,TK,22,33,R2,R4,-,-,-,"1,000,000"
1776,Wednesday,2019-03-20,16:45, Onta,Mamajang,TK,33,41.5,R4,R2,-,-,1,"1,000,000"
1777,Wednesday,2019-03-20,7:20, Metro Tanjung Bunga,Ujung Pandang,TK,61,18,R4,R2,-,-,1,"10,000,000"
1778,Wednesday,2019-03-20,10:40,  Sungai Saddang,Ujung Pandang,TK,51,16,R4,R2,-,-,1,"2,000,000"
1779,Thursday,2019-03-21,7:50, Hati Murni,Mariso,TM,43,5,R2,-,-,-,1,-
1780,Thursday,2019-03-21,23:30, Cendrawasih,Mamajang,TK,22,17,R2,R2,-,-,3,"500,000"
1781,Wednesday,2019-03-20,22:00, Galangan Kapal,Tallo,TL,-,15,R2,-,-,-,1,-
1782,Thursday,2019-03-21,7:30, Perintis Kemerdekaan,Tamalanrea,T,50,19,R2,-,-,-,2,"50,000"
1783,Thursday,2019-03-21,15:00, Inspeksi PAM,Manggala,TM,22,13,R2,-,-,-,2,-
1784,Thursday,2019-03-21,21:15, Andi Mappaodang,Tamalate,TL,-,21,R2,R2,-,-,1,"200,000"
1785,Friday,2019-03-22,20:00, Daeng Ramang,Biringkanaya,TK,18,-,R4,R10,-,-,-,"1,500,000"
1786,Thursday,2019-03-21,15:30, Rajawali,Mariso,TL,-,5,R2,-,-,-,1,-
1787,Saturday,2019-03-23,12:10, Bandang,Bontoala,TK,19,27,R4,R4,-,-,-,"15,000,000"
1788,Sunday,2019-03-24,8:00, Insinyur Sutami,Biringkanaya,TL,-,40,R2,R2,-,-,1,"300,000"
1789,Saturday,2019-03-23,12:30, Al Markaz,Bontoala,OC,16,37,R2,-,-,-,1,"200,000"
1790,Sunday,2019-03-24,8:30, Veteran Selatan,Mamajang,TM,31,52,R4,-,-,-,1,"2,500,000"
1791,Saturday,2019-03-23,18:00, Al Markaz,Bontoala,OC,41,7.5,R2,-,-,-,3,-
1792,Monday,2019-03-25,13:00, Abu Bakar Lambogo,Makassar,OC,44,25,R2,-,-,-,1,-
1793,Monday,2019-03-25,10:15, Pajaiang,Biringkanaya,TM,19,58,R2,-,-,-,2,"100,000"
1794,Monday,2019-03-25,10:30, Tamalanrea Raya,Tamalanrea,TK,63,38,R2,R2,-,-,3,"500,000"
1795,Friday,2019-03-22,2:00, Sam Ratulangi,Mariso,TL,-,14.5,R2,R2,-,-,2,"1,000,000"
1796,Friday,2019-03-01,17:48, Toddopuli II,Panakkukang,TL,-,32.5,R2,R2,-,-,1,-
1797,Monday,2019-03-25,9:15, Perintis Kemerdekaan,Tamalanrea,OC,23,-,R2,-,-,-,1,"200,000"
1798,Tuesday,2019-03-26,17:30, Perintis Kemerdekaan,Biringkanaya,OC,54,-,R2,-,-,-,1,"400,000"
1799,Tuesday,2019-03-26,7:30, Pergudangan Parangloe,Tamalanrea,OC,31,-,R2,-,-,-,1,"500,000"
1800,Monday,2019-03-25,23:20,Nuri,Mariso,TL,-,30,R2,R2,-,-,1,"400,000"
1801,Wednesday,2019-03-27,11:30,Urip Sumuharjo,Bontoala,TL,-,64,R3,R2,-,-,2,"100,000"
1802,Wednesday,2019-03-27,13:00, Batua Raya,Panakkukang,TK,42,37,R2,R4,-,-,1,"3,000,000"
1803,Wednesday,2019-03-27,7:15, Perintis Kemerdekaan,Tamalanrea,OC,19,-,R2,-,-,-,1,"500,000"
1804,Sunday,2019-03-24,15:00, Perintis Kemerdekaan,Tamalanrea,TL,-,39,R4,R2,-,-,1,"500,000"
1805,Wednesday,2019-03-27,16:20, Insinyur Sutami,Tamalanrea,OC,21,38,R2,-,-,-,1,"50,000"
1806,Wednesday,2019-03-27,20:45, Perintis Kemerdekaan Km. 12,Tamalanrea,TL,-,34,R2,R2,-,-,1,-
1807,Wednesday,2019-03-27,20:45, Abdullah Daeng Sirua,Panakkukang,OC,23,-,R2,-,-,-,1,-
1808,Friday,2019-03-15,15:30, Veteran Selatan,Makassar,TK,20,-,R4,R4,-,-,-,"1,200,000"
1809,Thursday,2019-03-28,2:00, Sungai Saddang Baru,Makassar,TK,25,50,R4,R4,-,-,-,"30,000,000"
1810,Wednesday,2019-03-27,22:30, Paccerakkang,Biringkanaya,TL,-,45,R4,R4,-,-,-,"1,000,000"
1811,Wednesday,2019-03-27,12:30, Pajaiang,Biringkanaya,TM,41,6,R2,-,-,-,1,"200,000"
1812,Thursday,2019-03-28,10:00, Cendrawasih III,Mariso,TK,14,18,R2,R2,-,-,3,"200,000"
1813,Friday,2019-03-29,7:40, Sultan Alauddin,Tamalate,TM,41,52,R2,-,1,-,1,"300,000"
1814,Saturday,2019-03-23,3:00, Kumala,Tamalate,T,25,-,R2,-,-,-,1,"100,000"
1815,Thursday,2019-03-28,9:00, Gunung Latimojong,Makassar,T,48,-,R2,-,-,-,1,"100,000"
1816,Thursday,2019-03-28,6:30, Abdullah Daeng Sirua,Panakkukang,TL,26,54,R2,R4,-,-,3,"100,000"
1817,Friday,2019-03-29,11:40, Pajaiang,Biringkanaya,TL,19,26.5,R2,R2,-,-,2,"200,000"
1818,Sunday,2019-03-31,20:00, Lanto Daeng Pasewang,Mamajang,TL,-,47,R2,Rro,-,-,1,"200,000"
1819,Thursday,2019-03-28,9:00, Metro Tanjung Bunga,Mariso,TK,19,-,R2,R4,-,-,1,-
1820,Friday,2019-03-29,19:00,Parumpa,Biringkanaya,TK,31,39,R4,R4,-,-,-,"10,000,000"
1821,Saturday,2019-03-30,23:00, Katimbang,Biringkanaya,TL,-,30,R2,R2,-,-,1,"200,000"
1822,Friday,2019-03-29,16:00, Kotipa Raya,Biringkanaya,T,18,-,R2,-,-,-,1,"100,000"
1823,Saturday,2019-03-30,12:30, Perintis Kemerdekaan km. 9,Tamalanrea,TL,-,25,R2,-,-,-,1,-
1824,Saturday,2019-03-30,20:30, Daeng Ramang,Biringkanaya,TM,27,36,R2,-,-,-,1,-
1825,Sunday,2019-03-31,14:30, Dr. Leimena,Manggala,TK,27,49,R4,R4,-,-,-,"15,000,000"
1826,Saturday,2019-03-30,6:15, Mutiara Boulevard,Biringkanaya,OC,45,42,R2,-,-,-,2,"100,000"
1827,Monday,2019-04-01,12:00, Mutiara Boulevard,Biringkanaya,OC,28,3,R2,-,-,-,2,-
1828,Monday,2019-04-01,12:00, Dg. Hayo,Manggala,OC,36,6,R2,-,-,-,1,-
1829,Saturday,2019-03-30,19:00,Dangko,Tamalate,TK,40,35,R4,R2,-,-,1,-
1830,Monday,2019-04-01,12:30, Veteran Selatan,Makassar,TL,-,17,R4,R2,-,-,1,"200,000"
1831,Sunday,2019-03-31,12:00, Perintis Kemerdekaan,Tamalanrea,TL,-,69,R2,R2,-,-,1,"500,000"
1832,Monday,2019-04-01,20:00, Metro Tanjung Bunga,Tamalate,TL,-,16,R2,R2,-,-,2,"300,000"
1833,Tuesday,2019-04-02,13:30, Raya Baruga,Manggala,TK,27,29,R2,R2,-,-,2,"1,000,000"
1834,Monday,2019-04-01,3:00, Perintis Kemerdekaan,Biringkanaya,OC,27,27,R2,-,-,-,1,"50,000"
